snapshot_date,employee_id,department_id,job_level,salary,performance_rating,engagement_score,is_active
2023-01-01,EMP127,DEP03,JL5,164760.0,5,7.2,1
2023-01-01,EMP128,DEP04,JL3,85886.0,4,6.5,1
2023-01-01,EMP129,DEP04,JL4,118863.0,4,5.2,1
2023-01-01,EMP130,DEP01,JL4,119384.0,3,4.1,1
2023-01-01,EMP131,DEP06,JL3,97891.0,5,7.8,1
2023-01-01,EMP132,DEP01,JL3,101574.0,5,7.8,1
2023-01-01,EMP133,DEP01,JL4,135612.0,4,6.4,1
2023-01-01,EMP135,DEP06,JL3,103596.0,3,6.7,1
2023-01-01,EMP137,DEP01,JL3,99575.0,3,4.9,1
2023-01-01,EMP138,DEP01,JL4,122631.0,3,4.8,1
2023-01-01,EMP140,DEP03,JL3,98869.0,3,5.7,1
2023-01-01,EMP142,DEP02,JL3,98756.0,3,7.0,1
2023-01-01,EMP143,DEP02,JL3,111320.0,3,4.4,1
2023-01-01,EMP144,DEP04,JL4,125863.0,3,5.3,1
2023-01-01,EMP146,DEP08,JL3,114240.0,2,2.4,1
2023-01-01,EMP147,DEP04,JL5,192830.0,4,8.0,1
2023-01-01,EMP148,DEP01,JL3,106085.0,4,6.1,1
2023-01-01,EMP150,DEP03,JL4,134317.0,5,7.0,1
2023-01-01,EMP151,DEP01,JL4,112598.0,5,7.7,1
2023-01-01,EMP152,DEP04,JL4,123454.0,3,4.8,1
2023-01-01,EMP154,DEP08,JL4,125689.0,4,4.2,1
2023-01-01,EMP157,DEP06,JL4,130155.0,4,6.8,1
2023-01-01,EMP158,DEP04,JL3,102590.0,3,3.0,1
2023-01-01,EMP159,DEP03,JL4,134212.0,4,6.6,1
2023-01-01,EMP160,DEP08,JL4,119397.0,5,7.6,1
2023-01-01,EMP161,DEP06,JL3,104005.0,4,4.7,1
2023-01-01,EMP162,DEP02,JL2,61499.0,3,5.3,1
2023-01-01,EMP163,DEP01,JL4,124479.0,4,4.1,1
2023-01-01,EMP165,DEP07,JL5,194520.0,3,4.6,1
2023-01-01,EMP166,DEP05,JL2,58008.0,4,4.1,1
2023-01-01,EMP167,DEP04,JL4,132059.0,4,5.3,1
2023-01-01,EMP168,DEP02,JL4,124547.0,3,4.9,1
2023-01-01,EMP169,DEP05,JL3,104131.0,3,2.9,1
2023-01-01,EMP171,DEP03,JL4,135750.0,4,6.6,1
2023-01-01,EMP172,DEP01,JL4,137652.0,5,7.3,1
2023-01-01,EMP173,DEP01,JL3,112125.0,4,5.1,1
2023-01-01,EMP174,DEP03,JL3,92167.0,4,6.9,1
2023-01-01,EMP175,DEP05,JL3,88521.0,1,2.5,1
2023-01-01,EMP176,DEP05,JL3,94621.0,3,5.2,1
2023-01-01,EMP177,DEP02,JL3,107545.0,5,7.8,1
2023-01-01,EMP178,DEP05,JL3,100942.0,5,5.8,1
2023-01-01,EMP179,DEP06,JL3,94785.0,3,3.9,1
2023-01-01,EMP180,DEP04,JL3,90734.0,5,8.3,1
2023-01-01,EMP183,DEP03,JL5,157660.0,4,5.4,1
2023-01-01,EMP184,DEP07,JL2,67289.0,4,6.5,1
2023-01-01,EMP185,DEP01,JL4,113570.0,3,5.6,1
2023-01-01,EMP188,DEP08,JL4,136565.0,4,8.5,1
2023-01-01,EMP189,DEP08,JL2,68760.0,3,5.6,1
2023-01-01,EMP190,DEP07,JL4,131635.0,4,3.9,1
2023-01-01,EMP191,DEP03,JL4,136793.0,4,6.1,1
2023-01-01,EMP192,DEP04,JL5,155424.0,3,3.5,1
2023-01-01,EMP193,DEP01,JL3,100591.0,3,3.8,1
2023-01-01,EMP194,DEP03,JL3,87161.0,4,5.3,1
2023-01-01,EMP195,DEP01,JL5,167970.0,2,5.1,1
2023-01-01,EMP199,DEP03,JL4,121310.0,4,5.1,1
2023-01-01,EMP200,DEP01,JL3,98359.0,3,3.9,1
2023-02-01,EMP007,DEP04,JL3,84157.0,4,5.6,1
2023-02-01,EMP008,DEP02,JL5,159993.0,3,4.3,1
2023-02-01,EMP009,DEP05,JL2,65632.0,4,6.5,1
2023-02-01,EMP015,DEP01,JL2,67715.0,3,5.9,1
2023-02-01,EMP017,DEP05,JL5,179809.0,4,5.4,1
2023-02-01,EMP023,DEP04,JL3,103791.0,5,10.0,1
2023-02-01,EMP030,DEP04,JL2,68353.0,4,5.9,1
2023-02-01,EMP032,DEP02,JL2,63840.0,4,4.9,1
2023-02-01,EMP036,DEP08,JL4,124722.0,4,5.0,1
2023-02-01,EMP037,DEP01,JL3,94825.0,4,5.5,1
2023-02-01,EMP038,DEP07,JL4,128254.0,4,6.7,1
2023-02-01,EMP039,DEP07,JL3,90688.0,4,4.3,1
2023-02-01,EMP043,DEP01,JL4,126360.0,4,5.7,1
2023-02-01,EMP044,DEP03,JL5,184278.0,3,3.1,1
2023-02-01,EMP050,DEP02,JL2,57351.0,2,1.8,1
2023-02-01,EMP054,DEP05,JL3,100798.0,3,3.5,1
2023-02-01,EMP055,DEP04,JL3,98262.0,4,6.8,1
2023-02-01,EMP056,DEP02,JL3,100895.0,3,3.8,1
2023-02-01,EMP058,DEP02,JL4,140205.0,1,2.8,1
2023-02-01,EMP061,DEP01,JL5,178049.0,3,4.7,1
2023-02-01,EMP062,DEP01,JL3,104932.0,3,3.1,1
2023-02-01,EMP063,DEP04,JL5,190348.0,3,6.1,1
2023-02-01,EMP064,DEP04,JL4,128830.0,3,4.0,1
2023-02-01,EMP066,DEP07,JL3,90911.0,5,7.9,1
2023-02-01,EMP068,DEP03,JL3,105906.0,3,4.9,1
2023-02-01,EMP069,DEP06,JL3,105824.0,2,3.5,1
2023-02-01,EMP070,DEP01,JL4,137989.0,4,8.3,1
2023-02-01,EMP071,DEP03,JL3,88362.0,4,4.5,1
2023-02-01,EMP073,DEP06,JL3,97336.0,4,4.7,1
2023-02-01,EMP075,DEP07,JL3,104049.0,4,6.0,1
2023-02-01,EMP076,DEP05,JL5,198206.0,1,1.8,1
2023-02-01,EMP077,DEP08,JL3,95552.0,3,1.6,1
2023-02-01,EMP079,DEP01,JL3,91299.0,4,4.8,1
2023-02-01,EMP080,DEP01,JL3,81144.0,3,7.5,1
2023-02-01,EMP081,DEP01,JL3,92185.0,4,4.6,1
2023-02-01,EMP082,DEP07,JL4,141249.0,4,6.1,1
2023-02-01,EMP083,DEP07,JL2,60282.0,2,2.4,1
2023-02-01,EMP084,DEP04,JL4,135034.0,4,6.7,1
2023-02-01,EMP086,DEP02,JL2,65576.0,3,4.9,1
2023-02-01,EMP088,DEP03,JL3,104704.0,3,1.9,1
2023-02-01,EMP089,DEP03,JL4,141513.0,5,6.8,1
2023-02-01,EMP090,DEP04,JL3,105115.0,3,4.1,1
2023-02-01,EMP092,DEP02,JL3,97420.0,2,1.1,1
2023-02-01,EMP093,DEP03,JL4,144854.0,3,5.4,1
2023-02-01,EMP095,DEP04,JL2,57605.0,5,8.0,1
2023-02-01,EMP096,DEP07,JL3,103713.0,3,4.3,1
2023-02-01,EMP097,DEP08,JL4,123146.0,4,5.9,1
2023-02-01,EMP100,DEP02,JL4,119786.0,4,5.7,1
2023-02-01,EMP101,DEP03,JL4,131539.0,3,4.9,1
2023-02-01,EMP103,DEP03,JL4,132394.0,4,4.7,1
2023-02-01,EMP104,DEP01,JL1,43256.0,4,5.6,1
2023-02-01,EMP105,DEP04,JL3,82464.0,1,3.9,1
2023-02-01,EMP107,DEP07,JL4,126093.0,3,5.4,1
2023-02-01,EMP109,DEP04,JL3,106795.0,3,3.2,1
2023-02-01,EMP110,DEP04,JL4,136855.0,4,8.1,1
2023-02-01,EMP111,DEP08,JL2,75269.0,3,4.0,1
2023-02-01,EMP113,DEP01,JL3,101827.0,4,4.7,1
2023-02-01,EMP114,DEP03,JL1,43960.0,4,5.1,1
2023-02-01,EMP116,DEP05,JL3,103721.0,3,4.8,1
2023-02-01,EMP117,DEP03,JL4,133843.0,3,5.7,1
2023-02-01,EMP118,DEP01,JL3,96256.0,4,7.8,1
2023-02-01,EMP119,DEP01,JL4,120716.0,4,5.8,1
2023-02-01,EMP121,DEP03,JL3,93510.0,2,2.7,1
2023-02-01,EMP122,DEP04,JL5,200186.0,3,3.5,1
2023-02-01,EMP123,DEP01,JL4,129610.0,3,5.4,1
2023-02-01,EMP125,DEP03,JL3,97457.0,5,7.0,1
2023-02-01,EMP126,DEP04,JL3,87394.0,3,5.1,1
2023-02-01,EMP127,DEP03,JL5,192956.0,2,4.3,1
2023-02-01,EMP128,DEP04,JL3,92708.0,4,5.4,1
2023-02-01,EMP129,DEP04,JL4,118964.0,2,4.1,1
2023-02-01,EMP130,DEP01,JL4,135574.0,5,7.4,1
2023-02-01,EMP131,DEP06,JL3,103585.0,2,3.8,1
2023-02-01,EMP132,DEP01,JL3,98120.0,3,5.4,1
2023-02-01,EMP133,DEP01,JL4,126386.0,3,3.4,1
2023-02-01,EMP135,DEP06,JL3,98610.0,3,4.2,1
2023-02-01,EMP137,DEP01,JL3,92856.0,2,2.4,1
2023-02-01,EMP138,DEP01,JL4,137108.0,3,3.5,1
2023-02-01,EMP140,DEP03,JL3,97095.0,4,5.9,1
2023-02-01,EMP142,DEP02,JL3,103717.0,4,5.9,1
2023-02-01,EMP143,DEP02,JL3,95984.0,3,5.0,1
2023-02-01,EMP144,DEP04,JL4,135016.0,4,4.8,1
2023-02-01,EMP146,DEP08,JL3,93629.0,3,3.2,1
2023-02-01,EMP147,DEP04,JL5,181251.0,4,4.0,1
2023-02-01,EMP148,DEP01,JL3,100642.0,5,7.7,1
2023-02-01,EMP150,DEP03,JL4,148496.0,4,6.3,1
2023-02-01,EMP151,DEP01,JL4,123568.0,4,5.6,1
2023-02-01,EMP152,DEP04,JL4,132890.0,3,4.2,1
2023-02-01,EMP154,DEP08,JL4,133195.0,2,4.9,1
2023-02-01,EMP157,DEP06,JL4,141820.0,5,7.1,1
2023-02-01,EMP158,DEP04,JL3,116784.0,3,5.3,1
2023-02-01,EMP159,DEP03,JL4,120452.0,4,4.7,1
2023-02-01,EMP160,DEP08,JL4,138625.0,3,5.8,1
2023-02-01,EMP161,DEP06,JL3,97320.0,3,4.3,1
2023-02-01,EMP162,DEP02,JL2,63279.0,3,5.1,1
2023-02-01,EMP163,DEP01,JL4,124220.0,4,5.1,1
2023-02-01,EMP165,DEP07,JL5,219229.0,4,8.1,1
2023-02-01,EMP166,DEP05,JL2,55663.0,5,7.9,1
2023-02-01,EMP167,DEP04,JL4,135821.0,4,6.8,1
2023-02-01,EMP168,DEP02,JL4,129160.0,4,6.1,1
2023-02-01,EMP169,DEP05,JL3,107305.0,4,4.5,1
2023-02-01,EMP171,DEP03,JL4,123070.0,5,4.6,1
2023-02-01,EMP172,DEP01,JL4,115683.0,4,4.3,1
2023-02-01,EMP173,DEP01,JL3,98048.0,4,7.2,1
2023-02-01,EMP174,DEP03,JL3,100722.0,2,2.4,1
2023-02-01,EMP175,DEP05,JL3,94626.0,1,2.1,1
2023-02-01,EMP176,DEP05,JL3,115067.0,5,8.8,1
2023-02-01,EMP177,DEP02,JL3,110899.0,4,3.7,1
2023-02-01,EMP178,DEP05,JL3,103264.0,4,5.7,1
2023-02-01,EMP179,DEP06,JL3,96495.0,3,6.1,1
2023-02-01,EMP180,DEP04,JL3,87144.0,4,4.8,1
2023-02-01,EMP183,DEP03,JL5,160948.0,3,3.3,1
2023-02-01,EMP184,DEP07,JL2,67395.0,3,4.3,1
2023-02-01,EMP185,DEP01,JL4,125724.0,5,6.7,1
2023-02-01,EMP188,DEP08,JL4,142490.0,4,5.9,1
2023-02-01,EMP189,DEP08,JL2,67358.0,3,6.3,1
2023-02-01,EMP190,DEP07,JL4,127422.0,4,4.9,1
2023-02-01,EMP191,DEP03,JL4,131104.0,4,7.5,1
2023-02-01,EMP192,DEP04,JL5,184795.0,2,3.6,1
2023-02-01,EMP193,DEP01,JL3,105920.0,2,3.0,1
2023-02-01,EMP194,DEP03,JL3,96838.0,4,7.7,1
2023-02-01,EMP195,DEP01,JL5,170836.0,3,5.1,1
2023-02-01,EMP199,DEP03,JL4,126358.0,2,2.1,1
2023-02-01,EMP200,DEP01,JL3,98395.0,4,7.3,1
2023-03-01,EMP007,DEP04,JL3,99803.0,3,5.9,1
2023-03-01,EMP008,DEP02,JL5,192170.0,3,4.9,1
2023-03-01,EMP009,DEP05,JL2,76129.0,4,5.7,1
2023-03-01,EMP015,DEP01,JL2,69568.0,5,8.5,1
2023-03-01,EMP017,DEP05,JL5,165209.0,3,4.9,1
2023-03-01,EMP023,DEP04,JL3,84648.0,1,1.2,1
2023-03-01,EMP030,DEP04,JL2,60477.0,3,4.9,1
2023-03-01,EMP032,DEP02,JL2,79861.0,5,5.9,1
2023-03-01,EMP036,DEP08,JL4,140466.0,3,3.3,1
2023-03-01,EMP037,DEP01,JL3,94855.0,5,7.2,1
2023-03-01,EMP038,DEP07,JL4,127569.0,5,7.3,1
2023-03-01,EMP039,DEP07,JL3,92646.0,2,3.7,1
2023-03-01,EMP043,DEP01,JL4,129754.0,4,5.6,1
2023-03-01,EMP044,DEP03,JL5,168542.0,4,5.7,1
2023-03-01,EMP050,DEP02,JL2,65008.0,3,4.8,1
2023-03-01,EMP054,DEP05,JL3,85763.0,3,3.3,1
2023-03-01,EMP055,DEP04,JL3,106081.0,3,4.7,1
2023-03-01,EMP056,DEP02,JL3,102010.0,3,6.3,1
2023-03-01,EMP058,DEP02,JL4,141984.0,4,6.0,1
2023-03-01,EMP061,DEP01,JL5,190093.0,5,6.9,1
2023-03-01,EMP062,DEP01,JL3,91995.0,3,5.4,1
2023-03-01,EMP063,DEP04,JL5,195721.0,3,3.4,1
2023-03-01,EMP064,DEP04,JL4,130281.0,3,3.7,1
2023-03-01,EMP066,DEP07,JL3,105193.0,3,4.8,1
2023-03-01,EMP068,DEP03,JL3,88587.0,3,5.2,1
2023-03-01,EMP069,DEP06,JL3,99874.0,3,4.9,1
2023-03-01,EMP070,DEP01,JL4,124958.0,4,6.7,1
2023-03-01,EMP071,DEP03,JL3,98271.0,3,3.3,1
2023-03-01,EMP073,DEP06,JL3,99375.0,4,6.0,1
2023-03-01,EMP075,DEP07,JL3,83102.0,4,6.6,1
2023-03-01,EMP076,DEP05,JL5,175281.0,4,7.3,1
2023-03-01,EMP077,DEP08,JL3,92345.0,4,4.8,1
2023-03-01,EMP079,DEP01,JL3,93993.0,3,5.8,1
2023-03-01,EMP080,DEP01,JL3,82007.0,4,6.1,1
2023-03-01,EMP081,DEP01,JL3,92867.0,4,6.0,1
2023-03-01,EMP082,DEP07,JL4,137390.0,2,2.5,1
2023-03-01,EMP083,DEP07,JL2,81545.0,3,5.6,1
2023-03-01,EMP084,DEP04,JL4,128303.0,5,6.5,1
2023-03-01,EMP086,DEP02,JL2,58334.0,4,7.6,1
2023-03-01,EMP088,DEP03,JL3,110768.0,3,3.3,1
2023-03-01,EMP089,DEP03,JL4,150493.0,4,4.8,1
2023-03-01,EMP090,DEP04,JL3,97088.0,3,4.0,1
2023-03-01,EMP092,DEP02,JL3,93732.0,4,4.9,1
2023-03-01,EMP093,DEP03,JL4,149361.0,4,4.6,1
2023-03-01,EMP095,DEP04,JL2,71397.0,4,5.9,1
2023-03-01,EMP096,DEP07,JL3,109650.0,3,2.8,1
2023-03-01,EMP097,DEP08,JL4,134563.0,3,3.7,1
2023-03-01,EMP100,DEP02,JL4,138051.0,4,9.2,1
2023-03-01,EMP101,DEP03,JL4,124041.0,2,3.3,1
2023-03-01,EMP103,DEP03,JL4,137412.0,4,8.2,1
2023-03-01,EMP104,DEP01,JL1,43530.0,5,9.1,1
2023-03-01,EMP105,DEP04,JL3,96594.0,4,5.0,1
2023-03-01,EMP107,DEP07,JL4,124934.0,3,4.4,1
2023-03-01,EMP109,DEP04,JL3,105956.0,3,2.9,1
2023-03-01,EMP110,DEP04,JL4,137720.0,5,8.3,1
2023-03-01,EMP111,DEP08,JL2,60096.0,3,6.2,1
2023-03-01,EMP113,DEP01,JL3,106028.0,4,4.7,1
2023-03-01,EMP114,DEP03,JL1,52446.0,2,2.9,1
2023-03-01,EMP116,DEP05,JL3,100376.0,3,4.2,1
2023-03-01,EMP117,DEP03,JL4,108289.0,4,5.5,1
2023-03-01,EMP118,DEP01,JL3,94312.0,3,4.4,1
2023-03-01,EMP119,DEP01,JL4,128541.0,4,5.2,1
2023-03-01,EMP121,DEP03,JL3,98795.0,4,7.0,1
2023-03-01,EMP122,DEP04,JL5,184401.0,3,6.1,1
2023-03-01,EMP123,DEP01,JL4,128884.0,4,4.9,1
2023-03-01,EMP125,DEP03,JL3,97013.0,5,9.3,1
2023-03-01,EMP126,DEP04,JL3,108910.0,4,7.0,1
2023-03-01,EMP127,DEP03,JL5,178357.0,3,4.3,1
2023-03-01,EMP128,DEP04,JL3,97726.0,4,6.2,1
2023-03-01,EMP129,DEP04,JL4,122048.0,3,2.2,1
2023-03-01,EMP130,DEP01,JL4,132898.0,5,8.0,1
2023-03-01,EMP131,DEP06,JL3,99485.0,3,2.6,1
2023-03-01,EMP132,DEP01,JL3,100669.0,4,3.9,1
2023-03-01,EMP133,DEP01,JL4,135392.0,4,6.7,1
2023-03-01,EMP135,DEP06,JL3,92304.0,2,2.6,1
2023-03-01,EMP137,DEP01,JL3,97843.0,3,5.5,1
2023-03-01,EMP138,DEP01,JL4,113740.0,2,6.0,1
2023-03-01,EMP140,DEP03,JL3,98673.0,4,6.3,1
2023-03-01,EMP142,DEP02,JL3,96850.0,3,5.3,1
2023-03-01,EMP143,DEP02,JL3,98905.0,4,4.4,1
2023-03-01,EMP144,DEP04,JL4,122229.0,4,6.0,1
2023-03-01,EMP146,DEP08,JL3,89464.0,3,5.2,1
2023-03-01,EMP147,DEP04,JL5,182912.0,3,4.5,1
2023-03-01,EMP148,DEP01,JL3,85086.0,4,8.1,1
2023-03-01,EMP150,DEP03,JL4,136385.0,3,4.2,1
2023-03-01,EMP151,DEP01,JL4,122976.0,5,8.0,1
2023-03-01,EMP152,DEP04,JL4,131679.0,4,4.9,1
2023-03-01,EMP154,DEP08,JL4,119992.0,3,5.1,1
2023-03-01,EMP157,DEP06,JL4,134790.0,4,6.2,1
2023-03-01,EMP158,DEP04,JL3,107569.0,3,3.5,1
2023-03-01,EMP159,DEP03,JL4,146509.0,3,4.8,1
2023-03-01,EMP160,DEP08,JL4,110232.0,4,5.5,1
2023-03-01,EMP161,DEP06,JL3,94062.0,4,5.8,1
2023-03-01,EMP162,DEP02,JL2,65207.0,5,7.1,1
2023-03-01,EMP163,DEP01,JL4,131374.0,3,5.1,1
2023-03-01,EMP165,DEP07,JL5,203390.0,3,5.4,1
2023-03-01,EMP166,DEP05,JL2,77854.0,4,7.9,1
2023-03-01,EMP167,DEP04,JL4,128430.0,3,4.1,1
2023-03-01,EMP168,DEP02,JL4,136189.0,3,4.8,1
2023-03-01,EMP169,DEP05,JL3,109618.0,3,4.8,1
2023-03-01,EMP171,DEP03,JL4,139559.0,2,3.8,1
2023-03-01,EMP172,DEP01,JL4,120154.0,3,4.2,1
2023-03-01,EMP173,DEP01,JL3,105510.0,5,6.0,1
2023-03-01,EMP174,DEP03,JL3,95868.0,3,3.8,1
2023-03-01,EMP175,DEP05,JL3,87562.0,3,3.4,1
2023-03-01,EMP176,DEP05,JL3,98390.0,3,3.9,1
2023-03-01,EMP177,DEP02,JL3,101611.0,3,4.9,1
2023-03-01,EMP178,DEP05,JL3,101930.0,2,4.8,1
2023-03-01,EMP179,DEP06,JL3,95368.0,4,7.2,1
2023-03-01,EMP180,DEP04,JL3,95927.0,2,1.2,1
2023-03-01,EMP183,DEP03,JL5,178599.0,5,7.2,1
2023-03-01,EMP184,DEP07,JL2,66580.0,2,3.6,1
2023-03-01,EMP185,DEP01,JL4,130124.0,3,3.9,1
2023-03-01,EMP188,DEP08,JL4,138101.0,4,4.7,1
2023-03-01,EMP189,DEP08,JL2,72351.0,2,1.9,1
2023-03-01,EMP190,DEP07,JL4,120099.0,3,7.1,1
2023-03-01,EMP191,DEP03,JL4,140373.0,4,5.2,1
2023-03-01,EMP192,DEP04,JL5,192187.0,2,3.2,1
2023-03-01,EMP193,DEP01,JL3,102844.0,3,2.6,1
2023-03-01,EMP194,DEP03,JL3,88247.0,4,6.4,1
2023-03-01,EMP195,DEP01,JL5,169781.0,4,6.8,1
2023-03-01,EMP198,DEP07,JL2,66454.0,4,7.1,1
2023-03-01,EMP199,DEP03,JL4,126230.0,3,4.8,1
2023-03-01,EMP200,DEP01,JL3,96656.0,3,4.1,1
2023-04-01,EMP007,DEP04,JL3,101493.0,3,6.0,1
2023-04-01,EMP008,DEP02,JL5,188963.0,3,2.7,1
2023-04-01,EMP009,DEP05,JL2,68504.0,4,6.1,1
2023-04-01,EMP015,DEP01,JL2,70747.0,4,5.5,1
2023-04-01,EMP017,DEP05,JL5,162283.0,3,4.8,1
2023-04-01,EMP023,DEP04,JL3,79830.0,3,3.8,1
2023-04-01,EMP030,DEP04,JL2,67211.0,4,6.7,1
2023-04-01,EMP032,DEP02,JL2,57218.0,2,2.8,1
2023-04-01,EMP035,DEP01,JL2,68797.0,3,5.4,1
2023-04-01,EMP036,DEP08,JL4,125857.0,5,8.2,1
2023-04-01,EMP037,DEP01,JL3,89476.0,3,5.6,1
2023-04-01,EMP038,DEP07,JL4,141322.0,3,4.9,1
2023-04-01,EMP039,DEP07,JL3,96318.0,2,5.3,1
2023-04-01,EMP043,DEP01,JL4,137791.0,4,7.2,1
2023-04-01,EMP044,DEP03,JL5,185047.0,4,6.3,1
2023-04-01,EMP050,DEP02,JL2,66802.0,4,8.4,1
2023-04-01,EMP054,DEP05,JL3,108724.0,3,5.0,1
2023-04-01,EMP055,DEP04,JL3,105073.0,3,6.2,1
2023-04-01,EMP056,DEP02,JL3,103807.0,4,6.1,1
2023-04-01,EMP058,DEP02,JL4,133446.0,3,4.5,1
2023-04-01,EMP061,DEP01,JL5,198813.0,4,6.7,1
2023-04-01,EMP062,DEP01,JL3,94120.0,4,5.1,1
2023-04-01,EMP063,DEP04,JL5,173216.0,2,3.9,1
2023-04-01,EMP064,DEP04,JL4,134025.0,3,3.2,1
2023-04-01,EMP065,DEP05,JL2,67324.0,5,8.4,1
2023-04-01,EMP066,DEP07,JL3,97094.0,3,4.5,1
2023-04-01,EMP068,DEP03,JL3,99170.0,4,7.2,1
2023-04-01,EMP069,DEP06,JL3,99796.0,3,5.7,1
2023-04-01,EMP070,DEP01,JL4,139254.0,4,4.1,1
2023-04-01,EMP071,DEP03,JL3,103976.0,4,7.5,1
2023-04-01,EMP073,DEP06,JL3,100658.0,4,6.4,1
2023-04-01,EMP075,DEP07,JL3,85516.0,3,4.2,1
2023-04-01,EMP076,DEP05,JL5,172100.0,4,8.3,1
2023-04-01,EMP077,DEP08,JL3,106940.0,2,2.8,1
2023-04-01,EMP079,DEP01,JL3,102253.0,3,3.7,1
2023-04-01,EMP080,DEP01,JL3,100041.0,3,4.8,1
2023-04-01,EMP081,DEP01,JL3,96840.0,1,1.3,1
