budget_id,cost_center_id,account_id,department_id,budget_month,budget_amount
173,CC002,ACC015,DEPT02,2023-05-01,3197.61
174,CC002,ACC015,DEPT02,2023-06-01,3432.54
175,CC002,ACC015,DEPT02,2023-07-01,3162.57
176,CC002,ACC015,DEPT02,2023-08-01,3192.09
177,CC002,ACC015,DEPT02,2023-09-01,3382.34
178,CC002,ACC015,DEPT02,2023-10-01,3663.04
179,CC002,ACC015,DEPT02,2023-11-01,3118.41
180,CC002,ACC015,DEPT02,2023-12-01,3617.75
181,CC002,ACC015,DEPT02,2024-01-01,3650.42
182,CC002,ACC015,DEPT02,2024-02-01,3133.76
183,CC002,ACC015,DEPT02,2024-03-01,3511.51
184,CC002,ACC015,DEPT02,2024-04-01,3435.47
185,CC002,ACC015,DEPT02,2024-05-01,3077.09
186,CC002,ACC015,DEPT02,2024-06-01,3130.59
187,CC002,ACC015,DEPT02,2024-07-01,3580.63
188,CC002,ACC015,DEPT02,2024-08-01,3228.14
189,CC002,ACC015,DEPT02,2024-09-01,3344.02
190,CC002,ACC015,DEPT02,2024-10-01,3395.1
191,CC002,ACC015,DEPT02,2024-11-01,3656.34
192,CC002,ACC015,DEPT02,2024-12-01,3682.1
193,CC002,ACC002,DEPT02,2023-01-01,23938.4
194,CC002,ACC002,DEPT02,2023-02-01,26002.85
195,CC002,ACC002,DEPT02,2023-03-01,28853.32
196,CC002,ACC002,DEPT02,2023-04-01,28101.55
197,CC002,ACC002,DEPT02,2023-05-01,25443.63
198,CC002,ACC002,DEPT02,2023-06-01,27630.78
199,CC002,ACC002,DEPT02,2023-07-01,27811.1
200,CC002,ACC002,DEPT02,2023-08-01,28092.15
201,CC002,ACC002,DEPT02,2023-09-01,27446.17
202,CC002,ACC002,DEPT02,2023-10-01,26514.62
203,CC002,ACC002,DEPT02,2023-11-01,24936.64
204,CC002,ACC002,DEPT02,2023-12-01,25084.47
205,CC002,ACC002,DEPT02,2024-01-01,24237.9
206,CC002,ACC002,DEPT02,2024-02-01,27838.92
207,CC002,ACC002,DEPT02,2024-03-01,24251.05
208,CC002,ACC002,DEPT02,2024-04-01,25594.4
209,CC002,ACC002,DEPT02,2024-05-01,24193.55
210,CC002,ACC002,DEPT02,2024-06-01,26462.07
211,CC002,ACC002,DEPT02,2024-07-01,28815.41
212,CC002,ACC002,DEPT02,2024-08-01,26750.99
213,CC002,ACC002,DEPT02,2024-09-01,24229.37
214,CC002,ACC002,DEPT02,2024-10-01,26627.11
215,CC002,ACC002,DEPT02,2024-11-01,28453.61
216,CC002,ACC002,DEPT02,2024-12-01,24291.27
217,CC002,ACC006,DEPT02,2023-01-01,15825.15
218,CC002,ACC006,DEPT02,2023-02-01,14473.26
219,CC002,ACC006,DEPT02,2023-03-01,16060.61
220,CC002,ACC006,DEPT02,2023-04-01,14962.9
221,CC002,ACC006,DEPT02,2023-05-01,14990.19
222,CC002,ACC006,DEPT02,2023-06-01,13398.83
223,CC002,ACC006,DEPT02,2023-07-01,13523.5
224,CC002,ACC006,DEPT02,2023-08-01,15221.74
225,CC002,ACC006,DEPT02,2023-09-01,14949.77
226,CC002,ACC006,DEPT02,2023-10-01,14215.28
227,CC002,ACC006,DEPT02,2023-11-01,14051.17
228,CC002,ACC006,DEPT02,2023-12-01,15258.2
229,CC002,ACC006,DEPT02,2024-01-01,14208.83
230,CC002,ACC006,DEPT02,2024-02-01,14065.48
231,CC002,ACC006,DEPT02,2024-03-01,13667.82
232,CC002,ACC006,DEPT02,2024-04-01,15186.7
233,CC002,ACC006,DEPT02,2024-05-01,14631.01
234,CC002,ACC006,DEPT02,2024-06-01,16023.49
235,CC002,ACC006,DEPT02,2024-07-01,16043.31
236,CC002,ACC006,DEPT02,2024-08-01,13309.03
237,CC002,ACC006,DEPT02,2024-09-01,15114.86
238,CC002,ACC006,DEPT02,2024-10-01,14943.18
239,CC002,ACC006,DEPT02,2024-11-01,13576.62
240,CC002,ACC006,DEPT02,2024-12-01,14868.34
241,CC002,ACC001,DEPT02,2023-01-01,130363.04
242,CC002,ACC001,DEPT02,2023-02-01,136457.09
243,CC002,ACC001,DEPT02,2023-03-01,128571.42
244,CC002,ACC001,DEPT02,2023-04-01,133510.01
245,CC002,ACC001,DEPT02,2023-05-01,134655.44
246,CC002,ACC001,DEPT02,2023-06-01,138966.6
247,CC002,ACC001,DEPT02,2023-07-01,141922.37
248,CC002,ACC001,DEPT02,2023-08-01,135148.75
249,CC002,ACC001,DEPT02,2023-09-01,154322.39
250,CC002,ACC001,DEPT02,2023-10-01,149348.33
251,CC002,ACC001,DEPT02,2023-11-01,141520.59
252,CC002,ACC001,DEPT02,2023-12-01,145430.04
253,CC002,ACC001,DEPT02,2024-01-01,142242.74
254,CC002,ACC001,DEPT02,2024-02-01,152856.31
255,CC002,ACC001,DEPT02,2024-03-01,129550.6
256,CC002,ACC001,DEPT02,2024-04-01,151347.12
257,CC002,ACC001,DEPT02,2024-05-01,134077.94
258,CC002,ACC001,DEPT02,2024-06-01,151673.16
259,CC002,ACC001,DEPT02,2024-07-01,147528.07
260,CC002,ACC001,DEPT02,2024-08-01,131010.04
261,CC002,ACC001,DEPT02,2024-09-01,134564.52
262,CC002,ACC001,DEPT02,2024-10-01,132562.93
263,CC002,ACC001,DEPT02,2024-11-01,136284.62
264,CC002,ACC001,DEPT02,2024-12-01,145982.56
265,CC002,ACC010,DEPT02,2023-01-01,30620.47
266,CC002,ACC010,DEPT02,2023-02-01,29064.87
267,CC002,ACC010,DEPT02,2023-03-01,33084.29
268,CC002,ACC010,DEPT02,2023-04-01,27839.41
269,CC002,ACC010,DEPT02,2023-05-01,31408.87
270,CC002,ACC010,DEPT02,2023-06-01,32602.16
271,CC002,ACC010,DEPT02,2023-07-01,27798.35
272,CC002,ACC010,DEPT02,2023-08-01,29569.17
273,CC002,ACC010,DEPT02,2023-09-01,28328.93
274,CC002,ACC010,DEPT02,2023-10-01,33522.54
275,CC002,ACC010,DEPT02,2023-11-01,28517.12
276,CC002,ACC010,DEPT02,2023-12-01,30231.56
277,CC002,ACC010,DEPT02,2024-01-01,31845.55
278,CC002,ACC010,DEPT02,2024-02-01,30959.98
279,CC002,ACC010,DEPT02,2024-03-01,28213.03
280,CC002,ACC010,DEPT02,2024-04-01,33309.97
281,CC002,ACC010,DEPT02,2024-05-01,31755.94
282,CC002,ACC010,DEPT02,2024-06-01,28440.48
283,CC002,ACC010,DEPT02,2024-07-01,27749.05
284,CC002,ACC010,DEPT02,2024-08-01,29787.32
285,CC002,ACC010,DEPT02,2024-09-01,30908.71
286,CC002,ACC010,DEPT02,2024-10-01,30157.86
287,CC002,ACC010,DEPT02,2024-11-01,27784.53
288,CC002,ACC010,DEPT02,2024-12-01,29759.39
289,CC003,ACC015,DEPT04,2023-01-01,2116.6
290,CC003,ACC015,DEPT04,2023-02-01,2248.3
291,CC003,ACC015,DEPT04,2023-03-01,2289.76
292,CC003,ACC015,DEPT04,2023-04-01,2195.91
293,CC003,ACC015,DEPT04,2023-05-01,2269.66
294,CC003,ACC015,DEPT04,2023-06-01,1981.43
295,CC003,ACC015,DEPT04,2023-07-01,1950.37
296,CC003,ACC015,DEPT04,2023-08-01,2217.0
297,CC003,ACC015,DEPT04,2023-09-01,1956.46
298,CC003,ACC015,DEPT04,2023-10-01,2054.87
299,CC003,ACC015,DEPT04,2023-11-01,1957.43
300,CC003,ACC015,DEPT04,2023-12-01,2269.12
301,CC003,ACC015,DEPT04,2024-01-01,2209.68
302,CC003,ACC015,DEPT04,2024-02-01,2054.62
303,CC003,ACC015,DEPT04,2024-03-01,2162.63
304,CC003,ACC015,DEPT04,2024-04-01,2189.88
305,CC003,ACC015,DEPT04,2024-05-01,1986.21
306,CC003,ACC015,DEPT04,2024-06-01,1948.99
307,CC003,ACC015,DEPT04,2024-07-01,2175.75
308,CC003,ACC015,DEPT04,2024-08-01,2042.42
309,CC003,ACC015,DEPT04,2024-09-01,1898.6
310,CC003,ACC015,DEPT04,2024-10-01,2079.29
311,CC003,ACC015,DEPT04,2024-11-01,1965.88
312,CC003,ACC015,DEPT04,2024-12-01,2266.6
313,CC003,ACC006,DEPT04,2023-01-01,36686.26
314,CC003,ACC006,DEPT04,2023-02-01,37036.44
315,CC003,ACC006,DEPT04,2023-03-01,32565.59
316,CC003,ACC006,DEPT04,2023-04-01,35579.55
317,CC003,ACC006,DEPT04,2023-05-01,33775.99
318,CC003,ACC006,DEPT04,2023-06-01,32949.51
319,CC003,ACC006,DEPT04,2023-07-01,31507.15
320,CC003,ACC006,DEPT04,2023-08-01,36360.74
321,CC003,ACC006,DEPT04,2023-09-01,33449.71
322,CC003,ACC006,DEPT04,2023-10-01,34540.94
323,CC003,ACC006,DEPT04,2023-11-01,35713.91
324,CC003,ACC006,DEPT04,2023-12-01,36845.71
325,CC003,ACC006,DEPT04,2024-01-01,33311.83
326,CC003,ACC006,DEPT04,2024-02-01,31218.79
327,CC003,ACC006,DEPT04,2024-03-01,37075.85
328,CC003,ACC006,DEPT04,2024-04-01,32829.62
329,CC003,ACC006,DEPT04,2024-05-01,35031.77
330,CC003,ACC006,DEPT04,2024-06-01,37810.28
331,CC003,ACC006,DEPT04,2024-07-01,31292.27
332,CC003,ACC006,DEPT04,2024-08-01,35141.97
333,CC003,ACC006,DEPT04,2024-09-01,33412.07
334,CC003,ACC006,DEPT04,2024-10-01,36451.07
335,CC003,ACC006,DEPT04,2024-11-01,34037.51
336,CC003,ACC006,DEPT04,2024-12-01,37815.0
337,CC003,ACC004,DEPT04,2023-01-01,9770.51
338,CC003,ACC004,DEPT04,2023-02-01,8486.79
339,CC003,ACC004,DEPT04,2023-03-01,8223.16
340,CC003,ACC004,DEPT04,2023-04-01,8931.9
341,CC003,ACC004,DEPT04,2023-05-01,9083.65
342,CC003,ACC004,DEPT04,2023-06-01,9602.24
343,CC003,ACC004,DEPT04,2023-07-01,9385.72
344,CC003,ACC004,DEPT04,2023-08-01,9844.27
345,CC003,ACC004,DEPT04,2023-09-01,9476.53
346,CC003,ACC004,DEPT04,2023-10-01,8499.38
347,CC003,ACC004,DEPT04,2023-11-01,8923.28
348,CC003,ACC004,DEPT04,2023-12-01,9859.85
349,CC003,ACC004,DEPT04,2024-01-01,9809.0
350,CC003,ACC004,DEPT04,2024-02-01,9270.45
351,CC003,ACC004,DEPT04,2024-03-01,9343.26
352,CC003,ACC004,DEPT04,2024-04-01,8368.35
353,CC003,ACC004,DEPT04,2024-05-01,9771.5
354,CC003,ACC004,DEPT04,2024-06-01,9060.49
355,CC003,ACC004,DEPT04,2024-07-01,9349.6
356,CC003,ACC004,DEPT04,2024-08-01,8733.08
357,CC003,ACC004,DEPT04,2024-09-01,9404.46
358,CC003,ACC004,DEPT04,2024-10-01,9146.06
359,CC003,ACC004,DEPT04,2024-11-01,8489.98
360,CC003,ACC004,DEPT04,2024-12-01,9346.05
361,CC003,ACC011,DEPT04,2023-01-01,9914.22
362,CC003,ACC011,DEPT04,2023-02-01,8829.68
363,CC003,ACC011,DEPT04,2023-03-01,9576.02
364,CC003,ACC011,DEPT04,2023-04-01,9268.04
365,CC003,ACC011,DEPT04,2023-05-01,10075.91
366,CC003,ACC011,DEPT04,2023-06-01,9074.97
367,CC003,ACC011,DEPT04,2023-07-01,8897.98
368,CC003,ACC011,DEPT04,2023-08-01,9985.29
369,CC003,ACC011,DEPT04,2023-09-01,9646.96
370,CC003,ACC011,DEPT04,2023-10-01,9109.68
371,CC003,ACC011,DEPT04,2023-11-01,9335.5
372,CC003,ACC011,DEPT04,2023-12-01,9777.25
373,CC003,ACC011,DEPT04,2024-01-01,9466.58
374,CC003,ACC011,DEPT04,2024-02-01,10000.36
375,CC003,ACC011,DEPT04,2024-03-01,10314.14
376,CC003,ACC011,DEPT04,2024-04-01,9891.22
377,CC003,ACC011,DEPT04,2024-05-01,9745.55
378,CC003,ACC011,DEPT04,2024-06-01,9037.02
379,CC003,ACC011,DEPT04,2024-07-01,9755.01
380,CC003,ACC011,DEPT04,2024-08-01,9670.76
381,CC003,ACC011,DEPT04,2024-09-01,8677.34
382,CC003,ACC011,DEPT04,2024-10-01,10299.34
383,CC003,ACC011,DEPT04,2024-11-01,8944.61
384,CC003,ACC011,DEPT04,2024-12-01,9087.33
385,CC003,ACC013,DEPT04,2023-01-01,6177.21
386,CC003,ACC013,DEPT04,2023-02-01,6042.77
387,CC003,ACC013,DEPT04,2023-03-01,7289.18
388,CC003,ACC013,DEPT04,2023-04-01,6793.84
389,CC003,ACC013,DEPT04,2023-05-01,7002.81
390,CC003,ACC013,DEPT04,2023-06-01,6586.68
391,CC003,ACC013,DEPT04,2023-07-01,7159.19
392,CC003,ACC013,DEPT04,2023-08-01,6746.52
393,CC003,ACC013,DEPT04,2023-09-01,6936.16
394,CC003,ACC013,DEPT04,2023-10-01,6491.73
395,CC003,ACC013,DEPT04,2023-11-01,6512.56
396,CC003,ACC013,DEPT04,2023-12-01,6177.5
397,CC003,ACC013,DEPT04,2024-01-01,6895.33
398,CC003,ACC013,DEPT04,2024-02-01,7167.86
399,CC003,ACC013,DEPT04,2024-03-01,7125.03
400,CC003,ACC013,DEPT04,2024-04-01,7158.3
401,CC003,ACC013,DEPT04,2024-05-01,7016.01
402,CC003,ACC013,DEPT04,2024-06-01,6272.23
403,CC003,ACC013,DEPT04,2024-07-01,7050.16
404,CC003,ACC013,DEPT04,2024-08-01,6906.34
405,CC003,ACC013,DEPT04,2024-09-01,6598.82
406,CC003,ACC013,DEPT04,2024-10-01,6722.24
407,CC003,ACC013,DEPT04,2024-11-01,7200.84
408,CC003,ACC013,DEPT04,2024-12-01,6142.65
409,CC003,ACC002,DEPT04,2023-01-01,25154.42
410,CC003,ACC002,DEPT04,2023-02-01,25491.3
411,CC003,ACC002,DEPT04,2023-03-01,25632.12
412,CC003,ACC002,DEPT04,2023-04-01,24407.87
413,CC003,ACC002,DEPT04,2023-05-01,26626.84
414,CC003,ACC002,DEPT04,2023-06-01,25042.6
415,CC003,ACC002,DEPT04,2023-07-01,26929.61
416,CC003,ACC002,DEPT04,2023-08-01,27319.82
417,CC003,ACC002,DEPT04,2023-09-01,24962.38
418,CC003,ACC002,DEPT04,2023-10-01,27394.98
419,CC003,ACC002,DEPT04,2023-11-01,25059.52
420,CC003,ACC002,DEPT04,2023-12-01,23606.62
421,CC003,ACC002,DEPT04,2024-01-01,27165.16
422,CC003,ACC002,DEPT04,2024-02-01,25080.58
423,CC003,ACC002,DEPT04,2024-03-01,26609.24
424,CC003,ACC002,DEPT04,2024-04-01,27055.55
425,CC003,ACC002,DEPT04,2024-05-01,24205.26
426,CC003,ACC002,DEPT04,2024-06-01,26740.46
427,CC003,ACC002,DEPT04,2024-07-01,25255.52
428,CC003,ACC002,DEPT04,2024-08-01,24012.4
429,CC003,ACC002,DEPT04,2024-09-01,25028.92
430,CC003,ACC002,DEPT04,2024-10-01,26415.53
431,CC003,ACC002,DEPT04,2024-11-01,23988.32
432,CC003,ACC002,DEPT04,2024-12-01,24501.85
433,CC004,ACC002,DEPT04,2023-01-01,33008.75
434,CC004,ACC002,DEPT04,2023-02-01,30325.61
435,CC004,ACC002,DEPT04,2023-03-01,35448.0
436,CC004,ACC002,DEPT04,2023-04-01,32500.6
437,CC004,ACC002,DEPT04,2023-05-01,35028.6
438,CC004,ACC002,DEPT04,2023-06-01,36200.25
439,CC004,ACC002,DEPT04,2023-07-01,30041.56
440,CC004,ACC002,DEPT04,2023-08-01,35765.5
441,CC004,ACC002,DEPT04,2023-09-01,33738.37
442,CC004,ACC002,DEPT04,2023-10-01,33082.24
443,CC004,ACC002,DEPT04,2023-11-01,36178.18
444,CC004,ACC002,DEPT04,2023-12-01,31896.62
445,CC004,ACC002,DEPT04,2024-01-01,32503.99
446,CC004,ACC002,DEPT04,2024-02-01,35838.52
447,CC004,ACC002,DEPT04,2024-03-01,35466.86
448,CC004,ACC002,DEPT04,2024-04-01,33489.31
449,CC004,ACC002,DEPT04,2024-05-01,34794.88
450,CC004,ACC002,DEPT04,2024-06-01,35228.49
451,CC004,ACC002,DEPT04,2024-07-01,35879.53
452,CC004,ACC002,DEPT04,2024-08-01,33157.02
453,CC004,ACC002,DEPT04,2024-09-01,31725.95
454,CC004,ACC002,DEPT04,2024-10-01,33139.82
455,CC004,ACC002,DEPT04,2024-11-01,32496.48
456,CC004,ACC002,DEPT04,2024-12-01,34357.77
457,CC004,ACC003,DEPT04,2023-01-01,21480.93
458,CC004,ACC003,DEPT04,2023-02-01,21959.23
459,CC004,ACC003,DEPT04,2023-03-01,22284.21
460,CC004,ACC003,DEPT04,2023-04-01,22535.78
461,CC004,ACC003,DEPT04,2023-05-01,20699.44
462,CC004,ACC003,DEPT04,2023-06-01,22232.35
463,CC004,ACC003,DEPT04,2023-07-01,20936.98
464,CC004,ACC003,DEPT04,2023-08-01,21229.36
465,CC004,ACC003,DEPT04,2023-09-01,18848.4
466,CC004,ACC003,DEPT04,2023-10-01,20265.6
467,CC004,ACC003,DEPT04,2023-11-01,22067.56
468,CC004,ACC003,DEPT04,2023-12-01,19250.46
469,CC004,ACC003,DEPT04,2024-01-01,19572.94
470,CC004,ACC003,DEPT04,2024-02-01,19849.24
471,CC004,ACC003,DEPT04,2024-03-01,20372.86
472,CC004,ACC003,DEPT04,2024-04-01,19890.96
473,CC004,ACC003,DEPT04,2024-05-01,22120.14
474,CC004,ACC003,DEPT04,2024-06-01,19647.36
475,CC004,ACC003,DEPT04,2024-07-01,22414.4
476,CC004,ACC003,DEPT04,2024-08-01,20236.62
477,CC004,ACC003,DEPT04,2024-09-01,21936.23
478,CC004,ACC003,DEPT04,2024-10-01,20437.04
479,CC004,ACC003,DEPT04,2024-11-01,21583.08
480,CC004,ACC003,DEPT04,2024-12-01,18717.38
