timestamp,mmsi,vessel_name,flag,vessel_type,ship_type_code,lat,lon,speed_knots,course,heading,nav_status,destination
2026-04-02T03:16:27.448619,241621000,,GRC,Unknown,0,37.95592,23.6037,0.0,36.0,511,0,
2026-04-02T03:16:27.617614,241911000,,GRC,Unknown,0,37.93907,23.63348,0.0,2.9,127,0,
2026-04-02T03:16:28.621184,240031600,,GRC,Unknown,0,37.96506,23.52946,0.0,36.0,511,0,
2026-04-02T03:16:29.217558,248112000,CAPRI,MLT,Unknown,0,37.93881,23.66874,0.0,0.0,294,8,
2026-04-02T03:16:29.332130,319003600,TACANUYASO M.S.,UNK,Unknown,0,37.93839,23.66828,0.0,11.5,296,5,
2026-04-02T03:16:29.393198,210423000,,CYP,Unknown,0,37.94428,23.63205,0.0,13.7,46,3,
2026-04-02T03:16:29.620750,240075800,MICHAIL N,GRC,Unknown,0,37.965,23.52872,0.0,36.0,511,5,
2026-04-02T03:16:30.779509,248624000,BARACUDA VALLETTA,MLT,Unknown,0,37.93226,23.65207,0.0,19.3,511,0,
2026-04-02T03:16:31.097364,256001534,,UNK,Unknown,0,37.93261,23.68234,0.0,17.8,65,5,
2026-04-02T03:16:31.256848,241925000,,GRC,Unknown,0,37.95227,23.55195,0.0,29.5,275,8,
2026-04-02T03:16:32.465094,237746400,,GRC,Unknown,0,37.96387,23.5556,0.0,0.0,511,0,
2026-04-02T03:16:33.338681,240612000,IFESTOS 3,GRC,Unknown,0,37.95646,23.60939,0.0,23.7,511,0,
2026-04-02T03:16:34.374351,248666000,,MLT,Unknown,0,37.93182,23.68224,0.0,32.6,237,0,
2026-04-02T03:16:35.340329,636022701,DELTA IOS,LBR,Unknown,0,37.85582,23.53112,0.0,2.0,249,1,
2026-04-02T03:16:35.599283,249867000,,MLT,Unknown,0,37.9416,23.66904,0.0,36.0,511,0,
2026-04-02T03:16:36.267361,339306000,,UNK,Unknown,0,37.93083,23.68316,0.0,30.6,511,0,
2026-04-02T03:16:36.825127,240921000,LOANA,GRC,Unknown,0,37.93135,23.68311,0.0,36.0,511,5,
2026-04-02T03:16:37.098040,240303800,,GRC,Unknown,0,37.93206,23.68404,0.0,36.0,511,7,
2026-04-02T03:16:37.221418,256025000,,UNK,Unknown,0,37.93852,23.66824,0.0,36.0,296,5,
2026-04-02T03:16:37.864053,229458000,VALOR,UNK,Unknown,0,37.88713,23.59254,0.5,19.7,205,0,
2026-04-02T03:16:38.119090,241506000,,GRC,Unknown,0,37.9574,23.61036,0.0,16.3,511,0,
2026-04-02T03:16:38.187392,518100657,FAR FAR AWAY,UNK,Unknown,0,37.96043,23.57073,0.0,22.4,184,5,
2026-04-02T03:16:38.362216,239842700,,GRC,Unknown,0,37.95624,23.60451,0.0,22.8,511,0,
2026-04-02T03:16:38.592846,377338000,PROTUG 88,UNK,Unknown,0,37.95165,23.54828,0.0,36.0,511,0,
2026-04-02T03:16:38.663747,240113700,,GRC,Unknown,0,37.93084,23.64895,0.0,1.7,511,5,
2026-04-02T03:16:38.869314,240564300,,GRC,Unknown,0,37.93847,23.64794,0.0,36.0,511,0,
2026-04-02T03:16:39.097665,240098600,PROTOPOROS XIV,GRC,Unknown,0,37.965,23.52975,0.1,15.9,511,0,
2026-04-02T03:16:39.446570,237697600,,GRC,Unknown,0,37.96085,23.57441,0.0,36.0,99,0,
2026-04-02T03:16:39.869706,249844000,JAZ,MLT,Unknown,0,37.93164,23.65009,0.0,19.2,511,5,
2026-04-02T03:16:39.999947,249853000,WOMBAT,MLT,Unknown,0,37.93277,23.68229,0.0,24.7,511,5,
2026-04-02T03:16:40.467233,240702000,NOEMA,GRC,Unknown,0,37.93098,23.6484,0.0,36.0,511,0,
2026-04-02T03:16:40.917763,240917000,,GRC,Unknown,0,37.93961,23.63041,0.0,10.3,92,13,
2026-04-02T03:16:41.515861,240430500,,GRC,Unknown,0,37.93809,23.66812,0.0,0.0,511,0,
2026-04-02T03:16:41.624865,249192000,,MLT,Unknown,0,37.96686,23.44534,0.0,25.1,511,8,
2026-04-02T03:16:42.349698,229709000,JAAN,UNK,Unknown,0,37.93911,23.66891,0.0,25.0,293,0,
2026-04-02T03:16:43.587074,241532000,CHRISTOS XLIII,GRC,Unknown,0,37.95085,23.54872,0.0,36.0,511,0,
2026-04-02T03:16:43.673446,241696000,MIA ZOI,GRC,Unknown,0,37.93383,23.64905,0.0,36.0,136,0,
2026-04-02T03:16:44.839938,249406000,MONE,MLT,Unknown,0,37.93193,23.65092,0.0,7.3,334,0,
2026-04-02T03:16:45.380359,210205000,,CYP,Unknown,0,37.9403,23.63949,0.0,16.0,56,8,
2026-04-02T03:16:45.720467,240323500,,GRC,Unknown,0,37.93301,23.64822,0.0,36.0,511,4,
2026-04-02T03:16:47.757958,319255000,SAHAB IV,UNK,Unknown,0,37.92901,23.68343,0.0,28.7,23,5,
2026-04-02T03:16:47.864539,240429100,,GRC,Unknown,0,37.93344,23.68301,0.0,36.0,511,5,
2026-04-02T03:16:48.741445,241872000,,GRC,Unknown,0,37.93461,23.62301,0.0,22.7,285,8,
2026-04-02T03:16:49.000206,229045000,,UNK,Unknown,0,37.93822,23.6684,0.0,10.4,511,5,
2026-04-02T03:16:49.057830,229274000,,UNK,Unknown,0,37.93252,23.68251,0.0,36.0,511,15,
2026-04-02T03:16:49.142302,319295000,JAGUAR,UNK,Unknown,0,37.9318,23.65018,0.0,36.0,334,5,
2026-04-02T03:16:49.611824,239864200,,GRC,Unknown,0,37.94469,23.61505,0.0,14.6,511,5,
2026-04-02T03:16:50.007537,241967000,LIBERDADE,GRC,Unknown,0,37.93278,23.68189,0.0,15.2,245,5,
2026-04-02T03:16:50.501384,241737000,XANA,GRC,Unknown,0,37.93269,23.64762,0.0,36.0,511,5,
2026-04-02T03:16:51.112277,241780000,TIMBUKTU,GRC,Unknown,0,37.9311,23.64856,0.0,19.7,15,8,
2026-04-02T03:16:51.357342,631010093,,UNK,Unknown,0,37.95251,23.55301,0.0,17.7,96,5,
2026-04-02T03:16:51.840167,241443000,PANTOKRATOR,GRC,Unknown,0,37.95871,23.61311,0.0,36.0,350,0,
2026-04-02T03:16:52.071395,239967400,,GRC,Unknown,0,37.93203,23.68454,0.0,36.0,511,5,
2026-04-02T03:16:53.948636,235088641,REVE D'OR,UNK,Unknown,0,37.93101,23.68049,0.0,2.6,76,0,
2026-04-02T03:16:54.410327,248034000,GALA I,MLT,Unknown,0,37.9409,23.67042,0.0,26.7,511,5,
2026-04-02T03:16:54.667696,341166001,,UNK,Unknown,0,37.96047,23.57565,0.0,28.7,511,0,
2026-04-02T03:16:55.095845,319015100,SUNRAYS,UNK,Unknown,0,37.95985,23.57645,0.0,36.0,511,5,
2026-04-02T03:16:55.264622,232049174,CHARISMA,UNK,Unknown,0,37.93206,23.64714,0.0,35.0,511,15,
2026-04-02T03:16:55.313153,255804760,BG BLUE,UNK,Unknown,0,37.95758,23.57917,0.0,6.7,345,5,
2026-04-02T03:16:55.746577,249192000,,MLT,Unknown,0,37.96686,23.44533,0.0,18.5,511,8,
2026-04-02T03:16:56.502373,538071354,SORRENTO,MHL,Unknown,0,37.96088,23.5665,0.0,28.9,2,5,
2026-04-02T03:16:56.758361,256722000,,UNK,Unknown,0,37.93927,23.66947,0.0,16.6,511,5,
2026-04-02T03:16:56.990632,240340700,SEA ENERGY I,GRC,Unknown,0,37.91449,23.69894,0.0,36.0,511,8,
2026-04-02T03:16:57.159736,237453600,,GRC,Unknown,0,37.96548,23.5301,0.0,21.9,511,0,
2026-04-02T03:16:57.585954,237592700,AIAKOS,GRC,Unknown,0,37.96288,23.52699,0.4,27.6,511,0,
2026-04-02T03:16:57.671468,239279500,,GRC,Unknown,0,37.94925,23.60057,0.0,0.0,511,0,
2026-04-02T03:16:58.358346,255806309,KATE C,UNK,Unknown,0,37.85307,23.64979,0.7,33.8,335,0,
2026-04-02T03:16:58.696732,339306000,,UNK,Unknown,0,37.93085,23.68316,0.0,30.6,511,0,
2026-04-02T03:16:58.806762,249415000,FAN TOO,MLT,Unknown,0,37.92877,23.68383,0.0,22.5,25,5,
2026-04-02T03:16:59.144992,240348700,,GRC,Unknown,0,37.9334,23.67963,0.0,1.8,511,5,
2026-04-02T03:16:59.390465,232005083,,UNK,Unknown,0,37.94128,23.66887,0.0,2.7,110,5,
2026-04-02T03:17:00.947097,229785000,OCEAN PARADISE,UNK,Unknown,0,37.92931,23.68235,0.0,0.0,27,0,
2026-04-02T03:17:02.667819,305043300,OCEAN BREEZE,UNK,Unknown,0,37.88971,23.54712,0.0,10.6,251,1,
2026-04-02T03:17:02.934660,241634000,KAPETAN MICHALIS,GRC,Unknown,0,37.96043,23.57763,0.0,11.7,511,0,
2026-04-02T03:17:03.729593,239260500,,GRC,Unknown,0,37.93869,23.68556,0.0,35.5,511,1,
2026-04-02T03:17:03.905149,232014927,YOUNAN,UNK,Unknown,0,37.93108,23.68342,0.0,36.0,511,15,
2026-04-02T03:17:04.035792,239546200,,GRC,Unknown,0,37.96519,23.52986,10.2,36.0,511,0,
2026-04-02T03:17:05.253814,352006980,QUEEN NM,PAN,Unknown,0,37.91538,23.56136,0.0,32.5,249,1,
2026-04-02T03:17:05.664955,240362500,ESTIA YI,GRC,Unknown,0,37.9464,23.54361,0.0,36.0,511,5,
2026-04-02T03:17:05.814189,240323500,,GRC,Unknown,0,37.93301,23.64821,0.0,36.0,511,4,
2026-04-02T03:17:05.979579,240699400,PROTOPOROS XIX,GRC,Unknown,0,37.96332,23.52602,0.0,0.0,511,0,
2026-04-02T03:17:06.092810,240045800,,GRC,Unknown,0,37.91398,23.70375,0.0,36.0,231,0,
2026-04-02T03:17:07.186740,377392000,PROTUG 89,UNK,Unknown,0,37.95179,23.54879,0.0,36.0,511,5,
2026-04-02T03:17:09.268791,232193000,M/Y VARMAR-VE,UNK,Unknown,0,37.9309,23.68276,0.0,21.2,213,15,
2026-04-02T03:17:09.757120,240053300,,GRC,Unknown,0,37.96494,23.53097,0.3,1.2,511,0,
2026-04-02T03:17:09.820800,241395000,,GRC,Unknown,0,37.95347,23.55151,0.0,22.9,511,0,
2026-04-02T03:17:10.191465,241803000,AERO 2 HIGHSPEED,GRC,Unknown,0,37.94281,23.64233,0.0,34.5,104,5,
2026-04-02T03:17:10.780364,237015200,,GRC,Unknown,0,37.94952,23.60352,0.0,25.3,511,0,
2026-04-02T03:17:11.070475,237640000,LITHI,GRC,Unknown,0,37.94098,23.67036,0.0,36.0,511,5,
2026-04-02T03:17:12.218082,355639000,,UNK,Unknown,0,37.9297,23.68206,0.0,18.4,511,0,
2026-04-02T03:17:12.275014,241585000,CH.GEMITZOGLOU,GRC,Unknown,0,37.93927,23.63294,0.0,0.0,511,0,
2026-04-02T03:17:12.492225,241927000,SVS I,GRC,Unknown,0,37.93863,23.6344,0.0,22.7,126,0,
2026-04-02T03:17:12.587917,241956000,,GRC,Unknown,0,37.93319,23.64827,0.0,31.4,511,5,
2026-04-02T03:17:12.675320,248702000,AFRICA I,MLT,Unknown,0,37.92892,23.68365,0.0,31.2,26,5,
2026-04-02T03:17:13.612433,237032400,,GRC,Unknown,0,37.96065,23.56405,0.0,5.5,511,0,
2026-04-02T03:17:14.507743,371024000,,UNK,Unknown,0,37.9565,23.59636,0.0,8.9,347,5,
2026-04-02T03:17:14.992997,538008158,,MHL,Unknown,0,37.96067,23.565,0.0,14.5,184,5,
2026-04-02T03:17:16.733295,249850000,GRANDE BALTIMORA,MLT,Unknown,0,37.96049,23.60497,0.0,15.9,42,5,
2026-04-02T03:17:17.625069,241951000,,GRC,Unknown,0,37.95955,23.57418,0.0,0.6,285,0,
2026-04-02T03:17:18.006186,248666000,,MLT,Unknown,0,37.93182,23.68224,0.0,27.7,237,0,
2026-04-02T03:17:18.481580,240531100,,GRC,Unknown,0,37.93111,23.68389,0.0,36.0,511,5,
2026-04-02T03:17:19.519798,240370900,,GRC,Unknown,0,37.94205,23.66923,0.0,36.0,511,5,
2026-04-02T03:17:19.967984,357463000,EVER GRADE,UNK,Unknown,0,37.95552,23.5798,0.0,20.0,347,5,
2026-04-02T03:17:20.033404,249506000,THIS IS MINE,MLT,Unknown,0,37.93813,23.6481,0.0,36.0,511,0,
2026-04-02T03:17:20.152820,240600000,,GRC,Unknown,0,37.93835,23.66705,0.0,30.6,511,8,
2026-04-02T03:17:20.225752,636020328,MEL GRACE,LBR,Unknown,0,37.95819,23.56178,0.0,18.2,6,5,
2026-04-02T03:17:20.372399,229274000,,UNK,Unknown,0,37.93252,23.68251,0.0,36.0,511,15,
2026-04-02T03:17:20.641412,230052180,INSPIRATION,UNK,Unknown,0,37.92892,23.68325,0.0,0.0,511,15,
2026-04-02T03:17:21.414679,319137400,,UNK,Unknown,0,37.93207,23.68209,0.0,28.1,247,0,
2026-04-02T03:17:21.415122,229000178,,UNK,Unknown,0,37.94173,23.67,0.0,36.0,511,1,
2026-04-02T03:17:21.415489,240040300,,GRC,Unknown,0,37.91244,23.7024,0.0,36.0,511,15,
2026-04-02T03:17:21.568805,232055425,AL AMANI,UNK,Unknown,0,37.93232,23.64711,0.0,27.6,104,5,
2026-04-02T03:17:21.569350,241872000,,GRC,Unknown,0,37.93462,23.62302,0.0,19.5,285,8,
2026-04-02T03:17:22.358429,239808200,,GRC,Unknown,0,37.9574,23.60239,0.5,31.7,317,8,
2026-04-02T03:17:22.415057,241972000,REA,GRC,Unknown,0,37.93947,23.63179,0.0,23.0,101,0,
2026-04-02T03:17:22.633402,636019289,,LBR,Unknown,0,37.81648,23.61331,1.1,15.3,159,0,
2026-04-02T03:17:23.050159,244012819,,UNK,Unknown,0,37.91373,23.70522,0.0,36.0,511,0,
2026-04-02T03:17:23.766895,239430000,,GRC,Unknown,0,37.94587,23.63912,0.0,36.0,213,5,
2026-04-02T03:17:24.239738,248640000,,MLT,Unknown,0,37.96023,23.57271,0.0,35.0,180,5,
2026-04-02T03:17:24.549490,241897000,,GRC,Unknown,0,37.96166,23.49803,0.0,0.0,511,0,
2026-04-02T03:17:24.720521,215745000,OPARI,UNK,Unknown,0,37.93154,23.6478,0.0,28.8,15,5,
2026-04-02T03:17:24.885231,237810700,LET IT BE,GRC,Unknown,0,37.91099,23.70407,0.0,36.0,511,0,
2026-04-02T03:17:24.953058,241926000,,GRC,Unknown,0,37.95724,23.61099,0.0,0.8,295,0,
2026-04-02T03:17:26.073579,241527000,,GRC,Unknown,0,37.93888,23.63396,0.0,23.7,511,0,
2026-04-02T03:17:26.987852,240685000,,GRC,Unknown,0,37.9473,23.63717,0.0,3.9,176,5,
2026-04-02T03:17:27.044250,237002600,APOLLON HELLAS,GRC,Unknown,0,37.92937,23.60958,1.4,21.4,511,0,
2026-04-02T03:17:27.339458,240170200,,GRC,Unknown,0,37.93239,23.64714,0.0,36.0,511,5,
2026-04-02T03:17:27.539606,240042300,,GRC,Unknown,0,37.96237,23.55415,0.2,4.7,511,0,
2026-04-02T03:17:28.272944,209653000,CHAMPION JET 3,CYP,Unknown,0,37.94218,23.64035,0.0,24.9,270,5,
2026-04-02T03:17:28.411398,538070488,,MHL,Unknown,0,37.92944,23.68228,0.0,0.8,29,5,
2026-04-02T03:17:29.185769,248112000,CAPRI,MLT,Unknown,0,37.93881,23.66874,0.0,0.0,294,8,
2026-04-02T03:17:30.077499,240151600,CHRISTOS XLV,GRC,Unknown,0,37.95659,23.60495,0.0,36.0,231,0,
2026-04-02T03:17:30.077909,240678700,PERSEUS,GRC,Unknown,0,37.93219,23.64705,0.0,36.0,511,0,
2026-04-02T03:17:30.700749,370901000,,UNK,Unknown,0,37.95247,23.55442,0.0,23.5,86,5,
2026-04-02T03:17:31.268498,241966000,GAIA,GRC,Unknown,0,37.93841,23.63486,0.0,18.7,123,0,
2026-04-02T03:17:32.372361,237040100,ELENI,GRC,Unknown,0,37.94439,23.64245,0.0,26.1,511,0,
2026-04-02T03:17:32.422663,241972000,REA,GRC,Unknown,0,37.93947,23.6318,0.0,20.1,102,0,
2026-04-02T03:17:32.423096,241588000,,GRC,Unknown,0,37.95351,23.55234,0.0,36.0,511,0,
2026-04-02T03:17:34.190870,240544900,,GRC,Unknown,0,37.93936,23.66944,0.0,36.0,511,5,
2026-04-02T03:17:35.015970,241621000,,GRC,Unknown,0,37.95591,23.60369,0.0,14.8,511,0,
2026-04-02T03:17:35.183583,241911000,,GRC,Unknown,0,37.93907,23.63349,0.0,2.9,127,0,
2026-04-02T03:17:36.349806,240031600,,GRC,Unknown,0,37.96504,23.52946,0.0,36.0,511,0,
2026-04-02T03:17:36.767512,248112000,CAPRI,MLT,Unknown,0,37.93881,23.66874,0.0,0.0,294,8,
2026-04-02T03:17:37.114521,210423000,,CYP,Unknown,0,37.9443,23.63205,0.0,13.7,46,3,
2026-04-02T03:17:37.167410,240309400,WHITE KNIGHT,GRC,Unknown,0,37.93173,23.68007,0.0,36.0,511,5,
2026-04-02T03:17:38.467070,248624000,BARACUDA VALLETTA,MLT,Unknown,0,37.93229,23.65207,0.0,19.3,511,0,
2026-04-02T03:17:39.685655,238730740,,UNK,Unknown,0,37.92939,23.68471,0.0,32.6,511,5,
2026-04-02T03:17:40.974319,232059000,KALINGA,UNK,Unknown,0,37.93038,23.68097,0.0,33.3,63,5,
2026-04-02T03:17:41.542558,256314000,SEAKID II,UNK,Unknown,0,37.92928,23.6825,0.0,30.2,28,5,
2026-04-02T03:17:41.836290,248666000,,MLT,Unknown,0,37.93182,23.68224,0.0,2.8,237,0,
2026-04-02T03:17:41.898185,256100000,,UNK,Unknown,0,37.91104,23.70322,0.0,14.2,2,0,
2026-04-02T03:17:41.958086,240111800,M/Y BILLA,GRC,Unknown,0,37.92866,23.68388,0.0,23.1,26,5,
2026-04-02T03:17:42.665323,237955000,,GRC,Unknown,0,37.9469,23.64042,0.0,36.0,511,5,
2026-04-02T03:17:43.041459,255902680,,UNK,Unknown,0,37.93861,23.6488,0.0,36.0,511,5,
2026-04-02T03:17:43.114758,240446900,EVA,GRC,Unknown,0,37.93817,23.66717,0.0,36.0,23,5,
2026-04-02T03:17:43.407500,249867000,,MLT,Unknown,0,37.94163,23.66903,0.0,36.0,511,0,
2026-04-02T03:17:43.689511,339000037,INFINITY,UNK,Unknown,0,37.93137,23.64956,0.0,24.0,326,5,
2026-04-02T03:17:43.690070,339306000,MARIA,UNK,Unknown,0,37.93084,23.68314,0.0,30.6,511,0,
2026-04-02T03:17:44.160643,319284900,,UNK,Unknown,0,37.93034,23.6843,0.0,8.2,209,1,
2026-04-02T03:17:44.555824,240303800,,GRC,Unknown,0,37.93207,23.68403,0.0,36.0,511,7,
2026-04-02T03:17:44.852776,249249000,FOS,MLT,Unknown,0,37.92959,23.68222,0.0,28.3,31,5,
