order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,shipping_cost
ORD00095,2023-12-03,C0410,P0103,S08,1,65.47,0.0,14.44
ORD00096,2022-12-08,C0164,P0016,S01,4,220.62,0.05,10.44
ORD00097,2024-06-16,C0798,P0098,S02,1,117.92,0.1,2.6
ORD00098,2022-09-25,C0116,P0125,S07,1,54.32,0.0,0.0
ORD00099,2023-10-06,C0786,P0135,S05,2,226.62,0.0,0.0
ORD00100,2023-11-24,C0444,P0025,S04,1,452.06,0.0,0.0
ORD00101,2024-02-28,C0628,P0143,S01,2,164.19,0.0,9.9
ORD00102,2022-12-05,C0329,P0126,S01,5,107.61,0.0,14.32
ORD00103,2024-02-15,C0081,P0061,S02,3,131.43,0.05,8.32
ORD00104,2024-10-17,C0510,P0031,S05,1,187.76,0.05,0.0
ORD00105,2023-11-11,C0734,P0122,S04,2,242.99,0.0,0.0
ORD00106,2023-03-31,C0649,P0091,S08,1,32.87,0.05,5.34
ORD00107,2022-08-06,C0505,P0043,S01,2,17.81,0.15,0.22
ORD00108,2022-08-08,C0193,P0051,S01,3,209.46,0.0,0.69
ORD00109,2024-07-11,C0138,P0130,S08,1,105.32,0.15,12.83
ORD00110,2022-12-29,C0749,P0045,S06,1,88.01,0.1,0.0
ORD00111,2023-10-22,C0429,P0099,S08,4,12.6,0.15,1.47
ORD00112,2023-07-15,C0302,P0088,S02,1,182.79,0.05,7.1
ORD00113,2024-11-15,C0322,P0141,S05,4,217.85,0.1,0.0
ORD00114,2023-02-16,C0704,P0075,S01,2,194.64,0.3,5.98
ORD00115,2022-12-31,C0728,P0083,S01,1,105.29,0.05,9.53
ORD00116,2024-12-29,C0014,P0109,S02,1,49.61,0.0,5.62
ORD00117,2022-04-26,C0294,P0042,S04,1,155.45,0.0,0.0
ORD00118,2023-08-28,C0034,P0139,S02,1,107.47,0.1,12.85
ORD00119,2024-03-07,C0710,P0074,S04,4,256.85,0.0,0.0
ORD00120,2022-04-21,C0208,P0065,S03,3,66.25,0.2,0.0
ORD00121,2023-02-01,C0700,P0046,S01,5,139.01,0.15,9.64
ORD00122,2022-09-02,C0286,P0110,S03,1,19.07,0.1,0.0
ORD00123,2023-06-07,C0727,P0120,S08,1,164.8,0.25,14.1
ORD00124,2023-09-09,C0564,P0147,S02,3,184.35,0.0,5.82
ORD00125,2024-12-02,C0164,P0130,S02,2,161.78,0.0,6.87
ORD00126,2023-11-11,C0224,P0076,S08,2,215.33,0.05,14.12
ORD00127,2022-01-19,C0457,P0089,S01,2,235.26,0.25,14.42
ORD00128,2023-10-20,C0396,P0030,S01,2,66.8,0.0,2.94
ORD00129,2024-11-24,C0527,P0096,S06,1,104.56,0.0,0.0
ORD00130,2023-01-30,C0099,P0022,S01,5,105.22,0.05,0.27
ORD00131,2022-01-16,C0687,P0054,S03,1,190.15,0.1,0.0
ORD00132,2022-08-01,C0663,P0112,S06,1,56.59,0.1,0.0
ORD00133,2022-02-18,C0039,P0085,S01,1,67.48,0.15,4.78
ORD00134,2022-05-25,C0265,P0059,S02,1,22.33,0.05,0.35
ORD00135,2023-10-10,C0548,P0031,S01,2,210.22,0.0,4.23
ORD00136,2022-05-29,C0109,P0129,S01,2,5.8,0.1,10.45
ORD00137,2024-06-15,C0486,P0008,S01,1,891.26,0.15,13.16
ORD00138,2022-10-23,C0012,P0096,S03,2,164.94,0.0,0.0
ORD00139,2022-01-11,C0551,P0101,S02,1,17.25,0.0,4.23
ORD00140,2023-12-06,C0146,P0132,S01,1,53.94,0.2,11.26
ORD00141,2023-02-02,C0056,P0146,S07,4,19.1,0.3,0.0
ORD00142,2022-05-30,C0257,P0018,S01,2,658.86,0.05,6.19
ORD00143,2023-11-09,C0103,P0061,S01,1,105.03,0.0,11.65
ORD00144,2024-09-22,C0711,P0079,S03,2,95.17,0.0,0.0
ORD00145,2022-12-12,C0227,P0064,S05,2,133.99,0.0,0.0
ORD00146,2024-01-07,C0492,P0085,S02,1,113.5,0.0,6.43
ORD00147,2022-08-11,C0288,P0021,S07,1,677.64,0.05,0.0
ORD00148,2023-06-18,C0484,P0139,S04,1,124.5,0.0,0.0
ORD00149,2023-08-19,C0523,P0129,S01,1,5.72,0.0,13.54
ORD00150,2022-12-06,C0457,P0036,S01,2,232.24,0.1,12.4
ORD00151,2022-03-24,C0238,P0125,S01,1,61.49,0.0,13.43
ORD00152,2023-02-28,C0398,P0093,S02,1,202.93,0.0,0.16
ORD00153,2023-10-26,C0649,P0134,S06,3,125.6,0.0,0.0
ORD00154,2022-12-23,C0375,P0097,S03,4,112.54,0.0,0.0
ORD00155,2023-05-31,C0529,P0058,S02,3,53.54,0.0,14.25
ORD00156,2022-01-14,C0451,P0036,S01,1,297.35,0.1,8.6
ORD00157,2023-03-10,C0371,P0041,S03,3,43.1,0.1,0.0
ORD00158,2022-08-21,C0491,P0123,S01,1,91.45,0.2,4.4
ORD00159,2022-02-15,C0588,P0033,S03,1,21.28,0.05,0.0
ORD00160,2022-10-28,C0185,P0067,S02,1,49.98,0.3,11.29
ORD00161,2023-03-20,C0494,P0121,S01,3,273.79,0.1,11.84
ORD00162,2023-01-08,C0271,P0131,S01,2,90.71,0.25,7.42
ORD00163,2022-05-21,C0136,P0099,S01,1,9.23,0.2,8.24
ORD00164,2022-11-03,C0488,P0046,S08,2,183.7,0.2,13.32
ORD00165,2024-12-24,C0096,P0031,S02,1,158.87,0.1,1.76
ORD00166,2024-06-02,C0045,P0095,S04,1,171.19,0.25,0.0
ORD00167,2024-02-20,C0101,P0148,S02,1,170.22,0.15,9.27
ORD00168,2022-06-21,C0419,P0140,S01,1,207.3,0.15,1.26
ORD00169,2022-01-15,C0533,P0031,S01,2,197.65,0.1,1.09
ORD00170,2023-10-09,C0159,P0028,S02,2,593.39,0.0,10.59
ORD00171,2024-05-17,C0697,P0071,S02,1,162.85,0.1,1.27
ORD00172,2024-09-15,C0569,P0144,S02,5,117.32,0.1,5.61
ORD00173,2022-11-28,C0411,P0131,S05,3,112.29,0.1,0.0
ORD00174,2022-04-17,C0094,P0002,S06,1,1082.16,0.1,0.0
ORD00175,2022-06-30,C0380,P0057,S01,1,39.01,0.0,14.79
ORD00176,2024-12-03,C0793,P0015,S06,2,209.39,0.05,0.0
ORD00177,2024-11-27,C0614,P0009,S02,2,529.92,0.1,1.25
ORD00178,2022-03-15,C0162,P0001,S01,1,425.08,0.0,8.38
ORD00179,2024-03-20,C0531,P0052,S01,2,211.55,0.25,13.6
ORD00180,2023-12-14,C0232,P0071,S03,1,167.02,0.25,0.0
ORD00181,2022-01-10,C0519,P0105,S01,1,257.97,0.0,0.17
ORD00182,2024-02-12,C0776,P0063,S01,3,232.46,0.1,0.84
ORD00183,2022-02-26,C0070,P0067,S02,3,34.22,0.0,1.76
ORD00184,2024-11-23,C0255,P0068,S01,1,251.4,0.15,11.19
ORD00185,2023-12-02,C0488,P0046,S01,1,200.78,0.1,14.43
ORD00186,2023-01-25,C0241,P0052,S05,4,204.63,0.0,0.0
ORD00187,2023-12-31,C0123,P0028,S08,2,426.4,0.1,13.03
ORD00188,2024-01-31,C0589,P0127,S07,1,193.29,0.3,0.0
ORD00189,2024-11-12,C0769,P0057,S03,1,39.32,0.15,0.0
ORD00190,2022-12-24,C0716,P0031,S02,1,121.35,0.0,14.55
ORD00191,2023-03-08,C0334,P0026,S02,3,532.15,0.0,13.37
ORD00192,2023-06-23,C0628,P0121,S01,1,235.26,0.05,14.89
ORD00193,2024-02-02,C0287,P0103,S02,2,68.33,0.3,8.31
ORD00194,2023-02-06,C0485,P0039,S06,1,255.13,0.05,0.0
ORD00195,2024-11-24,C0499,P0081,S01,2,250.37,0.1,9.44
ORD00196,2024-03-26,C0062,P0042,S01,1,161.8,0.2,6.82
ORD00197,2022-07-17,C0267,P0086,S02,2,104.3,0.25,8.76
ORD00198,2023-06-12,C0125,P0106,S02,2,94.42,0.1,0.68
ORD00199,2023-08-06,C0500,P0131,S05,1,105.37,0.0,0.0
ORD00200,2023-08-10,C0172,P0038,S03,4,42.37,0.05,0.0
ORD00201,2022-05-27,C0234,P0088,S01,2,229.06,0.15,6.83
ORD00202,2024-03-20,C0800,P0114,S07,1,248.96,0.1,0.0
ORD00203,2024-07-11,C0024,P0048,S01,1,129.73,0.0,2.82
ORD00204,2022-06-13,C0106,P0102,S01,4,179.24,0.05,5.3
ORD00205,2022-04-21,C0537,P0102,S05,1,193.14,0.0,0.0
ORD00206,2022-11-15,C0317,P0100,S01,2,26.28,0.05,14.62
ORD00207,2022-09-16,C0030,P0044,S01,1,339.41,0.25,10.47
ORD00208,2024-09-02,C0279,P0139,S02,1,109.7,0.25,4.64
ORD00209,2022-12-29,C0647,P0117,S05,4,275.78,0.05,0.0
ORD00210,2024-12-29,C0494,P0089,S02,3,283.07,0.05,2.44
ORD00211,2024-01-20,C0311,P0040,S01,2,162.01,0.15,12.34
ORD00212,2022-10-07,C0548,P0121,S01,4,296.89,0.25,10.89
ORD00213,2024-09-04,C0300,P0111,S03,3,92.83,0.05,0.0
ORD00214,2023-01-22,C0448,P0144,S02,1,85.1,0.15,13.99
ORD00215,2023-03-28,C0641,P0109,S01,3,85.69,0.25,0.68
ORD00216,2023-07-11,C0276,P0137,S02,3,105.55,0.0,5.65
ORD00217,2023-08-17,C0633,P0117,S02,2,275.31,0.05,14.81
ORD00218,2023-10-19,C0548,P0013,S01,5,617.46,0.0,8.91
ORD00219,2022-01-17,C0016,P0039,S02,1,182.0,0.0,14.55
ORD00220,2022-03-06,C0058,P0038,S01,1,40.11,0.05,12.57
ORD00221,2023-01-07,C0391,P0065,S06,1,82.51,0.15,0.0
ORD00222,2023-05-25,C0254,P0114,S05,1,218.95,0.05,0.0
ORD00223,2022-07-12,C0485,P0054,S02,5,219.04,0.25,0.85
ORD00224,2022-11-21,C0763,P0011,S08,2,35.51,0.0,12.19
ORD00225,2023-09-04,C0683,P0014,S01,1,275.24,0.1,14.95
ORD00226,2023-10-27,C0599,P0071,S01,3,229.14,0.0,11.53
ORD00227,2022-11-14,C0255,P0023,S01,1,364.11,0.1,12.74
ORD00228,2022-05-03,C0719,P0040,S02,1,108.1,0.05,6.76
ORD00229,2023-12-13,C0751,P0113,S01,2,203.22,0.0,14.31
ORD00230,2022-10-03,C0497,P0011,S05,2,30.8,0.05,0.0
ORD00231,2024-09-30,C0557,P0048,S01,2,125.08,0.0,10.08
ORD00232,2022-11-25,C0461,P0040,S01,1,138.23,0.0,5.37
ORD00233,2024-11-02,C0020,P0048,S03,1,114.11,0.1,0.0
ORD00234,2024-03-04,C0785,P0128,S03,2,272.78,0.0,0.0
ORD00235,2023-10-22,C0675,P0134,S01,3,101.28,0.0,11.58
ORD00236,2022-03-06,C0197,P0125,S01,2,70.25,0.2,12.78
ORD00237,2024-09-30,C0051,P0066,S02,2,162.44,0.0,8.41
ORD00238,2022-06-13,C0370,P0016,S03,4,225.3,0.05,0.0
ORD00239,2023-06-29,C0312,P0019,S01,1,390.4,0.05,2.01
ORD00240,2024-12-24,C0539,P0050,S04,2,40.26,0.25,0.0
ORD00241,2024-01-04,C0107,P0110,S01,1,31.59,0.05,9.3
ORD00242,2023-11-23,C0615,P0137,S02,1,170.0,0.0,3.19
ORD00243,2023-03-15,C0763,P0141,S01,5,211.47,0.05,0.22
ORD00244,2024-03-24,C0292,P0009,S03,2,520.6,0.3,0.0
ORD00245,2023-09-11,C0220,P0057,S07,1,32.15,0.2,0.0
ORD00246,2024-11-13,C0159,P0147,S01,1,163.98,0.0,6.56
ORD00247,2023-06-27,C0256,P0150,S01,3,104.84,0.0,5.22
ORD00248,2022-12-21,C0098,P0148,S03,1,147.38,0.15,0.0
ORD00249,2024-02-21,C0790,P0015,S01,4,212.84,0.05,5.95
ORD00250,2022-01-24,C0056,P0098,S01,1,134.76,0.05,12.94
ORD00251,2022-11-03,C0157,P0057,S01,2,39.06,0.0,2.21
ORD00252,2024-10-30,C0297,P0111,S05,1,109.96,0.0,0.0
ORD00253,2024-09-01,C0562,P0013,S02,1,788.47,0.05,3.87
ORD00254,2024-09-11,C0405,P0125,S04,1,67.58,0.1,0.0
ORD00255,2024-12-09,C0273,P0019,S05,1,541.78,0.25,0.0
ORD00256,2022-07-03,C0434,P0106,S02,1,74.98,0.0,4.93
ORD00257,2024-06-24,C0046,P0113,S08,1,287.73,0.1,3.6
ORD00258,2022-11-16,C0116,P0022,S05,1,103.01,0.1,0.0
ORD00259,2023-08-13,C0313,P0029,S02,1,433.85,0.0,1.92
ORD00260,2023-03-10,C0769,P0134,S01,1,78.01,0.15,2.08
ORD00261,2022-02-07,C0045,P0135,S01,1,293.0,0.0,2.73
ORD00262,2023-07-10,C0069,P0003,S02,1,629.91,0.2,13.45
ORD00263,2022-02-09,C0237,P0099,S08,2,12.6,0.15,10.01
ORD00264,2023-10-09,C0091,P0137,S01,2,119.43,0.05,2.88
ORD00265,2022-02-14,C0313,P0136,S01,1,68.14,0.0,2.53
ORD00266,2023-12-12,C0641,P0091,S01,5,33.63,0.3,2.66
ORD00267,2023-07-28,C0403,P0088,S04,1,136.03,0.0,0.0
ORD00268,2023-04-11,C0157,P0147,S02,1,133.8,0.1,6.91
ORD00269,2024-07-08,C0669,P0053,S01,2,218.38,0.2,5.46
ORD00270,2022-10-10,C0139,P0135,S02,4,269.64,0.15,10.36
ORD00271,2022-11-20,C0546,P0143,S08,1,102.52,0.0,11.99
ORD00272,2023-09-14,C0156,P0071,S05,1,239.27,0.0,0.0
ORD00273,2023-07-01,C0611,P0060,S01,2,71.05,0.0,13.1
ORD00274,2024-09-03,C0730,P0121,S03,1,292.67,0.0,0.0
ORD00275,2024-08-28,C0232,P0050,S01,3,41.43,0.0,4.15
ORD00276,2022-05-16,C0632,P0113,S02,1,316.69,0.05,11.22
ORD00277,2023-05-21,C0623,P0011,S05,1,23.11,0.0,0.0
ORD00278,2024-12-11,C0534,P0010,S01,1,551.46,0.2,5.56
ORD00279,2023-05-19,C0753,P0102,S01,1,181.65,0.15,9.27
ORD00280,2022-04-11,C0408,P0113,S07,3,243.4,0.0,0.0
ORD00281,2022-12-07,C0707,P0014,S02,1,204.26,0.2,11.21
ORD00282,2024-07-14,C0116,P0129,S01,2,5.4,0.2,3.79
ORD00283,2022-10-05,C0462,P0083,S01,1,111.34,0.2,13.43
ORD00284,2022-07-04,C0736,P0042,S05,1,145.06,0.15,0.0
ORD00285,2024-01-14,C0745,P0099,S05,2,13.07,0.25,0.0
ORD00286,2024-02-15,C0787,P0012,S01,1,693.03,0.2,6.71
ORD00287,2022-11-04,C0184,P0038,S05,1,33.66,0.0,0.0
ORD00288,2024-07-02,C0121,P0047,S07,5,77.67,0.0,0.0
ORD00289,2023-06-03,C0511,P0128,S02,1,210.24,0.2,5.66
ORD00290,2023-05-03,C0465,P0122,S02,1,178.39,0.1,4.83
ORD00291,2023-07-24,C0213,P0143,S01,1,118.24,0.1,4.91
ORD00292,2022-03-17,C0684,P0009,S03,2,436.8,0.0,0.0
ORD00293,2022-06-29,C0183,P0107,S01,1,150.01,0.1,8.9
ORD00294,2023-10-24,C0070,P0098,S05,3,139.27,0.0,0.0
ORD00295,2024-08-22,C0338,P0071,S02,2,261.82,0.1,7.48
ORD00296,2022-04-30,C0090,P0136,S02,2,70.93,0.25,8.06
ORD00297,2023-08-12,C0266,P0082,S02,5,189.64,0.0,11.18
ORD00298,2024-10-13,C0505,P0128,S06,4,235.48,0.0,0.0
ORD00299,2022-01-04,C0641,P0120,S05,2,119.56,0.0,0.0
ORD00300,2024-04-29,C0359,P0086,S03,2,83.34,0.0,0.0
ORD00301,2023-09-23,C0332,P0141,S05,1,250.77,0.0,0.0
ORD00302,2023-02-02,C0689,P0087,S02,1,228.78,0.0,8.56
ORD00303,2022-10-06,C0550,P0118,S07,1,52.56,0.2,0.0
ORD00304,2023-09-06,C0569,P0081,S02,1,322.6,0.1,9.09
ORD00305,2023-12-26,C0288,P0039,S06,1,164.14,0.0,0.0
ORD00306,2024-12-30,C0621,P0147,S02,2,131.7,0.2,2.29
ORD00307,2023-07-11,C0244,P0128,S02,3,206.62,0.0,2.41
ORD00308,2024-12-11,C0384,P0029,S05,3,454.5,0.25,0.0
ORD00309,2024-06-27,C0513,P0124,S01,1,31.5,0.05,2.6
ORD00310,2024-12-08,C0147,P0084,S05,1,29.32,0.3,0.0
ORD00311,2024-11-23,C0211,P0034,S05,1,198.96,0.15,0.0
ORD00312,2024-12-05,C0046,P0080,S04,2,38.65,0.0,0.0
ORD00313,2022-07-31,C0024,P0080,S03,1,35.9,0.2,0.0
ORD00314,2023-10-20,C0284,P0074,S02,3,304.58,0.1,1.68
ORD00315,2023-07-13,C0118,P0071,S01,2,207.11,0.05,14.54
ORD00316,2023-02-28,C0327,P0141,S01,4,337.88,0.2,12.26
ORD00317,2023-05-17,C0628,P0080,S07,2,32.24,0.0,0.0
ORD00318,2022-03-01,C0109,P0013,S02,1,627.7,0.0,10.03
ORD00319,2024-07-02,C0341,P0080,S06,2,48.38,0.1,0.0
ORD00320,2024-12-28,C0582,P0120,S01,3,161.94,0.25,8.57
ORD00321,2024-08-17,C0701,P0080,S03,3,32.77,0.05,0.0
ORD00322,2023-04-04,C0373,P0067,S02,2,52.74,0.1,2.81
ORD00323,2023-10-28,C0067,P0008,S02,1,732.37,0.05,6.38
ORD00324,2022-12-16,C0619,P0090,S03,2,138.26,0.05,0.0
ORD00325,2022-08-08,C0310,P0019,S02,1,348.1,0.05,1.72
ORD00326,2023-05-15,C0394,P0124,S01,1,38.99,0.1,4.33
ORD00327,2024-06-10,C0558,P0088,S04,1,193.2,0.1,0.0
ORD00328,2024-09-23,C0334,P0119,S03,3,199.33,0.0,0.0
ORD00329,2024-04-11,C0702,P0028,S06,3,487.27,0.0,0.0
ORD00330,2022-05-06,C0595,P0036,S08,2,236.24,0.0,0.78
ORD00331,2024-07-16,C0631,P0100,S03,1,32.14,0.1,0.0
ORD00332,2023-10-11,C0446,P0078,S05,4,20.28,0.3,0.0
ORD00333,2022-01-17,C0414,P0131,S06,3,88.56,0.0,0.0
ORD00334,2022-04-19,C0368,P0144,S01,1,117.51,0.0,4.84
ORD00335,2024-02-23,C0559,P0112,S01,1,60.66,0.0,3.82
ORD00336,2022-11-12,C0138,P0033,S01,2,26.6,0.0,11.4
ORD00337,2022-10-06,C0467,P0107,S07,2,127.6,0.25,0.0
ORD00338,2023-01-04,C0566,P0109,S06,1,68.35,0.0,0.0
ORD00339,2023-07-06,C0591,P0140,S02,5,261.69,0.1,5.23
ORD00340,2024-01-25,C0708,P0124,S01,2,46.33,0.05,12.46
ORD00341,2023-07-27,C0536,P0021,S07,1,756.75,0.05,0.0
ORD00342,2022-06-09,C0594,P0139,S01,1,81.8,0.0,10.96
ORD00343,2022-01-23,C0481,P0132,S03,1,86.49,0.0,0.0
ORD00344,2023-08-27,C0712,P0010,S08,2,539.46,0.15,1.0
ORD00345,2023-06-18,C0593,P0122,S01,1,294.97,0.3,8.62
ORD00346,2022-02-25,C0130,P0022,S02,3,171.07,0.0,2.1
ORD00347,2022-12-24,C0675,P0039,S02,3,233.5,0.0,3.02
ORD00348,2023-04-29,C0034,P0136,S01,1,75.58,0.0,2.46
ORD00349,2022-11-12,C0789,P0106,S02,2,90.3,0.15,9.98
ORD00350,2022-12-09,C0056,P0089,S03,3,257.19,0.0,0.0
ORD00351,2022-12-10,C0309,P0122,S02,4,233.16,0.25,13.16
ORD00352,2023-04-24,C0486,P0100,S01,2,33.4,0.05,12.25
ORD00353,2024-07-08,C0543,P0081,S04,1,237.29,0.25,0.0
ORD00354,2024-06-03,C0344,P0070,S01,3,259.47,0.0,6.94
ORD00355,2024-03-12,C0752,P0062,S04,3,71.27,0.05,0.0
ORD00356,2023-01-04,C0689,P0003,S01,1,807.09,0.05,7.54
ORD00357,2024-12-11,C0360,P0115,S01,1,151.72,0.0,13.49
ORD00358,2022-09-03,C0385,P0034,S04,4,250.88,0.1,0.0
ORD00359,2023-01-13,C0677,P0120,S08,2,160.63,0.25,13.6
ORD00360,2023-10-25,C0284,P0019,S05,1,448.36,0.0,0.0
ORD00361,2022-05-04,C0183,P0068,S02,1,174.16,0.25,14.1
ORD00362,2024-03-15,C0112,P0126,S01,3,135.06,0.0,5.02
ORD00363,2023-06-15,C0073,P0019,S03,1,321.02,0.05,0.0
ORD00364,2024-10-16,C0039,P0001,S04,1,428.94,0.15,0.0
ORD00365,2024-11-21,C0490,P0126,S02,3,134.46,0.15,8.0
ORD00366,2022-05-24,C0394,P0001,S08,3,451.76,0.05,11.83
